Recipient Company,Parent Company,Award Date,Award Type,Grant Amount,Face Loan Amount,Awarding Agency,Program Name,Award Details,Data Source for Award,Facility Name,Facility State,Facility City,Facility Street Address,Facility Zip Code,Facility Congressional District,Facility NAICS Code,PPP Lender,Jobs Retained,Notes,Ownership Structure,Stock Ticker Symbol,Parent Headquarters State,Parent Headquarters Country,Parent Sector,Parent Industry,Parent Total Workforce at end of 2019,Parent Latest Workforce Size,Parent Employment-related Penalties Since 2010,Parent Federal Corporate Income Tax Rate,"Parent Total Federal, State, and Local Subsidies Since 2010",Parent Government-contracting-related Penalties Since 2010,Parent Environmental / Healthcare / Safety Penalties Since 2010,Parent Consumer Protection / Financial / Competition-related Penaties Since 2010,Parent Ratio of CEO Pay to that of Median Worker,CEO Pay,Median Worker Pay,Parent TARP Loans Received During Financial Crisis,Employment Issues,Tax/Subsidy Issues,Government Contracting Issues,Environment/Safety Issues,Consumer Protection Issues,CEO Compensation Issues,POGO Link,Just Capital Link,Follow The Money Link,Violation Tracker Link,Subsidy Tracker Link
University Of Puerto Rico - Mayaguez,University Of Puerto Rico,20200409,grant,"$9,829,062 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Puerto Rico,Mayaguez,,,,,,0,,non-profit,,Puerto Rico,USA,miscellaneous services,university,0,0,$0 ,,$0 ,"$1,772,790 ",$0 ,$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,,
University Of Puerto Rico - Medical Science Campus,University Of Puerto Rico,20200409,grant,"$595,132 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Puerto Rico,San Juan,,,,,,0,,non-profit,,Puerto Rico,USA,miscellaneous services,university,0,0,$0 ,,$0 ,"$1,772,790 ",$0 ,$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,,
University Of Puerto Rico - Rio Piedras Campus,University Of Puerto Rico,20200409,grant,"$8,436,810 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Puerto Rico,San Juan,,,,,,0,,non-profit,,Puerto Rico,USA,miscellaneous services,university,0,0,$0 ,,$0 ,"$1,772,790 ",$0 ,$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,,
University Of Puerto Rico - Utuado,University Of Puerto Rico,20200409,grant,"$800,179 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Puerto Rico,Utuado,,,,,,0,,non-profit,,Puerto Rico,USA,miscellaneous services,university,0,0,$0 ,,$0 ,"$1,772,790 ",$0 ,$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,,
University Of Puerto Rico Bayamon Technical University College,University Of Puerto Rico,20200409,grant,"$3,495,835 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Puerto Rico,Bayamon,,,,,,0,,non-profit,,Puerto Rico,USA,miscellaneous services,university,0,0,$0 ,,$0 ,"$1,772,790 ",$0 ,$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,,
University Of Puerto Rico Carolina Regional College,University Of Puerto Rico,20200409,grant,"$2,245,951 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Puerto Rico,Carolina,,,,,,0,,non-profit,,Puerto Rico,USA,miscellaneous services,university,0,0,$0 ,,$0 ,"$1,772,790 ",$0 ,$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,,
"University Of Puerto Rico, Aguadilla Regional College",University Of Puerto Rico,20200409,grant,"$2,949,891 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Puerto Rico,Aguadilla,,,,,,0,,non-profit,,Puerto Rico,USA,miscellaneous services,university,0,0,$0 ,,$0 ,"$1,772,790 ",$0 ,$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,,
"University Of Puerto Rico, Ponce",University Of Puerto Rico,20200409,grant,"$2,657,125 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Puerto Rico,Ponce,,,,,,0,,non-profit,,Puerto Rico,USA,miscellaneous services,university,0,0,$0 ,,$0 ,"$1,772,790 ",$0 ,$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,,
University Of Texas - Rio Grande Valley,University of Texas,20200409,grant,"$17,167,129 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,Brownsville,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
University Of Texas At Arlington,University of Texas,20200409,grant,"$10,588,594 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,Arlington,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
University Of Texas At Austin,University of Texas,20200409,grant,"$15,731,160 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,Austin,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
University Of Texas At Dallas,University of Texas,20200409,grant,"$9,566,094 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,Dallas,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
University Of Texas At El Paso,University of Texas,20200409,grant,"$12,413,799 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,El Paso,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
University Of Texas At San Antonio,University of Texas,20200409,grant,"$14,828,443 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,San Antonio,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
University Of Texas At Tyler,University of Texas,20200409,grant,"$2,597,305 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,Tyler,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
University Of Texas Health Science Center At Houston,University of Texas,20200409,grant,"$997,851 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,Houston,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
University Of Texas Health Science Center At San Antonio,University of Texas,20200409,grant,"$772,900 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,San Antonio,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
University Of Texas Medical Branch At Galveston,University of Texas,20200409,grant,"$550,876 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,Galveston,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
University Of Texas Of The Permian Basin,University of Texas,20200409,grant,"$920,008 ",$0 ,Education Department,"Higher Education Emergency Relief Fund ($500,000 and up)",Amount is the maximum portion of the school's allocation that can be used for institutional costs.,https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf,,Texas,Odessa,,,,,,0,,non-profit,,Texas,USA,healthcare services,healthcare services,0,0,"$1,162,153 ",,$0 ,"$1,400,000 ","$49,500 ","$4,348,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,university-of-texas,
"Baycare Aurora, LLC",Advocate Aurora Health,20200508,loan,$0 ,"$30,273,924 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Wisconsin,,,,,,,0,,non-profit,,Illinois,USA,healthcare services,hospitals,0,0,"$8,060,000 ",,$0 ,"$16,250,000 ","$657,660 ","$5,610,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,advocate-aurora-health,
Bayfront Hma Medical Center LLC,Community Health Systems,20200508,loan,$0 ,"$21,065,501 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,CYH,Tennessee,USA,healthcare services,for-profit hospitals,"80,000",0,"$1,432,842 ",,"$183,962,575 ","$477,996,770 ",$0 ,$0 ,151 to 1,"$8,064,410 ","$53,461 ",$0 ,yes,yes,yes,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=653,community-health-systems,community-health-systems
Central Suffolk Hospital,Northwell Health,20200508,loan,$0 ,"$35,401,811 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,New York,,,,,,,0,,non-profit,,New York,USA,healthcare services,hospitals,0,0,$0 ,,$0 ,"$32,000,000 ","$36,628 ",$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,northwell-health,
21St Century Oncology Of Ala,21st Century Oncology,20200508,loan,$0 ,"$964,056 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,privately held,,Florida,USA,healthcare services,healthcare services,0,0,$0 ,,$0 ,"$80,450,000 ",$0 ,"$2,300,000 ",,$0 ,$0 ,$0 ,no,no,yes,no,yes,no,,,,21st-century-oncology,
"21St Century Oncology, LLC",21st Century Oncology,20200508,loan,$0 ,"$650,768 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,privately held,,Florida,USA,healthcare services,healthcare services,0,0,$0 ,,$0 ,"$80,450,000 ",$0 ,"$2,300,000 ",,$0 ,$0 ,$0 ,no,no,yes,no,yes,no,,,,21st-century-oncology,
"21St Century Oncology, LLC",21st Century Oncology,20200508,loan,$0 ,"$685,065 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,privately held,,Florida,USA,healthcare services,healthcare services,0,0,$0 ,,$0 ,"$80,450,000 ",$0 ,"$2,300,000 ",,$0 ,$0 ,$0 ,no,no,yes,no,yes,no,,,,21st-century-oncology,
"21St Century Oncology, LLC",21st Century Oncology,20200508,loan,$0 ,"$717,314 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,privately held,,Florida,USA,healthcare services,healthcare services,0,0,$0 ,,$0 ,"$80,450,000 ",$0 ,"$2,300,000 ",,$0 ,$0 ,$0 ,no,no,yes,no,yes,no,,,,21st-century-oncology,
"21St Century Oncology, LLC",21st Century Oncology,20200508,loan,$0 ,"$1,009,676 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,privately held,,Florida,USA,healthcare services,healthcare services,0,0,$0 ,,$0 ,"$80,450,000 ",$0 ,"$2,300,000 ",,$0 ,$0 ,$0 ,no,no,yes,no,yes,no,,,,21st-century-oncology,
"21St Century Oncology, LLC",21st Century Oncology,20200508,loan,$0 ,"$2,069,103 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,privately held,,Florida,USA,healthcare services,healthcare services,0,0,$0 ,,$0 ,"$80,450,000 ",$0 ,"$2,300,000 ",,$0 ,$0 ,$0 ,no,no,yes,no,yes,no,,,,21st-century-oncology,
"21St Century Oncology, LLC",21st Century Oncology,20200508,loan,$0 ,"$2,193,821 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,privately held,,Florida,USA,healthcare services,healthcare services,0,0,$0 ,,$0 ,"$80,450,000 ",$0 ,"$2,300,000 ",,$0 ,$0 ,$0 ,no,no,yes,no,yes,no,,,,21st-century-oncology,
"21St Century Oncology, LLC",21st Century Oncology,20200508,loan,$0 ,"$5,955,368 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,privately held,,Florida,USA,healthcare services,healthcare services,0,0,$0 ,,$0 ,"$80,450,000 ",$0 ,"$2,300,000 ",,$0 ,$0 ,$0 ,no,no,yes,no,yes,no,,,,21st-century-oncology,
"21St Century Oncology, LLC",21st Century Oncology,20200508,loan,$0 ,"$20,372,306 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,privately held,,Florida,USA,healthcare services,healthcare services,0,0,$0 ,,$0 ,"$80,450,000 ",$0 ,"$2,300,000 ",,$0 ,$0 ,$0 ,no,no,yes,no,yes,no,,,,21st-century-oncology,
Acadia Hospital Corp.,Northern Light Health,20200508,loan,$0 ,"$851,144 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Maine,,,,,,,0,,non-profit,,Maine,USA,healthcare services,healthcare,0,0,$0 ,,$0 ,"$1,514,000 ","$9,000 ",$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,northern-light-health,
Cobb Hospital Inc,WellStar Health System,20200508,loan,$0 ,"$50,619,546 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,non-profit,,Georgia,USA,healthcare services,hospitals,0,0,$0 ,,$0 ,"$2,738,000 ","$74,276 ",$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,wellstar-health-system,
Adventhealth Ransom Memorial In,AdventHealth,20200508,loan,$0 ,"$7,870,617 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Kansas,,,,,,,0,,non-profit,,Florida,USA,healthcare services,hospitals,0,0,$0 ,,$0 ,"$3,000,000 ","$93,905 ",$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,adventhealth,
Adventist Health Clearlake Hosp,Adventist Health (CA),20200508,loan,$0 ,"$12,200,000 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,California,,,,,,,0,,non-profit,,California,USA,healthcare services,hospitals,0,0,$0 ,,$0 ,"$21,500,000 ","$10,734 ",$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,adventist-health-ca,
Adventist Health Medical Center,Adventist Health (CA),20200508,loan,$0 ,"$4,100,000 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,California,,,,,,,0,,non-profit,,California,USA,healthcare services,hospitals,0,0,$0 ,,$0 ,"$21,500,000 ","$10,734 ",$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,adventist-health-ca,
Adventist Health System-Sunbelt,AdventHealth,20200508,loan,$0 ,"$140,000,000 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,non-profit,,Florida,USA,healthcare services,hospitals,0,0,$0 ,,$0 ,"$3,000,000 ","$93,905 ",$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,adventhealth,
Adventist Health Tulare,Adventist Health (CA),20200508,loan,$0 ,"$1,200,000 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,California,,,,,,,0,,non-profit,,California,USA,healthcare services,hospitals,0,0,$0 ,,$0 ,"$21,500,000 ","$10,734 ",$0 ,,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,adventist-health-ca,
