GEOID,FullName,state,county,FIPS
4009,"Graham County, Arizona",Arizona,Graham,4009
4011,"Greenlee County, Arizona",Arizona,Greenlee,4011
4012,"La Paz County, Arizona",Arizona,La Paz,4012
4013,"Maricopa County, Arizona",Arizona,Maricopa,4013
4015,"Mohave County, Arizona",Arizona,Mohave,4015
4017,"Navajo County, Arizona",Arizona,Navajo,4017
4019,"Pima County, Arizona",Arizona,Pima,4019
4021,"Pinal County, Arizona",Arizona,Pinal,4021
4023,"Santa Cruz County, Arizona",Arizona,Santa Cruz,4023
4025,"Yavapai County, Arizona",Arizona,Yavapai,4025
4027,"Yuma County, Arizona",Arizona,Yuma,4027
5001,"Arkansas County, Arkansas",Arkansas,Arkansas,5001
5003,"Ashley County, Arkansas",Arkansas,Ashley,5003
5005,"Baxter County, Arkansas",Arkansas,Baxter,5005
5007,"Benton County, Arkansas",Arkansas,Benton,5007
5009,"Boone County, Arkansas",Arkansas,Boone,5009
5011,"Bradley County, Arkansas",Arkansas,Bradley,5011
5013,"Calhoun County, Arkansas",Arkansas,Calhoun,5013
5015,"Carroll County, Arkansas",Arkansas,Carroll,5015
5017,"Chicot County, Arkansas",Arkansas,Chicot,5017
5019,"Clark County, Arkansas",Arkansas,Clark,5019
5021,"Clay County, Arkansas",Arkansas,Clay,5021
5023,"Cleburne County, Arkansas",Arkansas,Cleburne,5023
5025,"Cleveland County, Arkansas",Arkansas,Cleveland,5025
5027,"Columbia County, Arkansas",Arkansas,Columbia,5027
5029,"Conway County, Arkansas",Arkansas,Conway,5029
5031,"Craighead County, Arkansas",Arkansas,Craighead,5031
5033,"Crawford County, Arkansas",Arkansas,Crawford,5033
5035,"Crittenden County, Arkansas",Arkansas,Crittenden,5035
5037,"Cross County, Arkansas",Arkansas,Cross,5037
5039,"Dallas County, Arkansas",Arkansas,Dallas,5039
5041,"Desha County, Arkansas",Arkansas,Desha,5041
5043,"Drew County, Arkansas",Arkansas,Drew,5043
5045,"Faulkner County, Arkansas",Arkansas,Faulkner,5045
5047,"Franklin County, Arkansas",Arkansas,Franklin,5047
5049,"Fulton County, Arkansas",Arkansas,Fulton,5049
5051,"Garland County, Arkansas",Arkansas,Garland,5051
5053,"Grant County, Arkansas",Arkansas,Grant,5053
5055,"Greene County, Arkansas",Arkansas,Greene,5055
5057,"Hempstead County, Arkansas",Arkansas,Hempstead,5057
5059,"Hot Spring County, Arkansas",Arkansas,Hot Spring,5059
5061,"Howard County, Arkansas",Arkansas,Howard,5061
5063,"Independence County, Arkansas",Arkansas,Independence,5063
5065,"Izard County, Arkansas",Arkansas,Izard,5065
5067,"Jackson County, Arkansas",Arkansas,Jackson,5067
5069,"Jefferson County, Arkansas",Arkansas,Jefferson,5069
5071,"Johnson County, Arkansas",Arkansas,Johnson,5071
5073,"Lafayette County, Arkansas",Arkansas,Lafayette,5073
5075,"Lawrence County, Arkansas",Arkansas,Lawrence,5075
5077,"Lee County, Arkansas",Arkansas,Lee,5077
5079,"Lincoln County, Arkansas",Arkansas,Lincoln,5079
5081,"Little River County, Arkansas",Arkansas,Little River,5081
5083,"Logan County, Arkansas",Arkansas,Logan,5083
5085,"Lonoke County, Arkansas",Arkansas,Lonoke,5085
5087,"Madison County, Arkansas",Arkansas,Madison,5087
5089,"Marion County, Arkansas",Arkansas,Marion,5089
5091,"Miller County, Arkansas",Arkansas,Miller,5091
5093,"Mississippi County, Arkansas",Arkansas,Mississippi,5093
5095,"Monroe County, Arkansas",Arkansas,Monroe,5095
5097,"Montgomery County, Arkansas",Arkansas,Montgomery,5097
5099,"Nevada County, Arkansas",Arkansas,Nevada,5099
5101,"Newton County, Arkansas",Arkansas,Newton,5101
5103,"Ouachita County, Arkansas",Arkansas,Ouachita,5103
5105,"Perry County, Arkansas",Arkansas,Perry,5105
5107,"Phillips County, Arkansas",Arkansas,Phillips,5107
5109,"Pike County, Arkansas",Arkansas,Pike,5109
5111,"Poinsett County, Arkansas",Arkansas,Poinsett,5111
5113,"Polk County, Arkansas",Arkansas,Polk,5113
5115,"Pope County, Arkansas",Arkansas,Pope,5115
5117,"Prairie County, Arkansas",Arkansas,Prairie,5117
5119,"Pulaski County, Arkansas",Arkansas,Pulaski,5119
5121,"Randolph County, Arkansas",Arkansas,Randolph,5121
5123,"St. Francis County, Arkansas",Arkansas,St. Francis,5123
5125,"Saline County, Arkansas",Arkansas,Saline,5125
5127,"Scott County, Arkansas",Arkansas,Scott,5127
5129,"Searcy County, Arkansas",Arkansas,Searcy,5129
5131,"Sebastian County, Arkansas",Arkansas,Sebastian,5131
5133,"Sevier County, Arkansas",Arkansas,Sevier,5133
5135,"Sharp County, Arkansas",Arkansas,Sharp,5135
5137,"Stone County, Arkansas",Arkansas,Stone,5137
5139,"Union County, Arkansas",Arkansas,Union,5139
5141,"Van Buren County, Arkansas",Arkansas,Van Buren,5141
5143,"Washington County, Arkansas",Arkansas,Washington,5143
5145,"White County, Arkansas",Arkansas,White,5145
5147,"Woodruff County, Arkansas",Arkansas,Woodruff,5147
5149,"Yell County, Arkansas",Arkansas,Yell,5149
6001,"Alameda County, California",California,Alameda,6001
6003,"Alpine County, California",California,Alpine,6003
6005,"Amador County, California",California,Amador,6005
6007,"Butte County, California",California,Butte,6007
6009,"Calaveras County, California",California,Calaveras,6009
6011,"Colusa County, California",California,Colusa,6011
6013,"Contra Costa County, California",California,Contra Costa,6013
6015,"Del Norte County, California",California,Del Norte,6015
6017,"El Dorado County, California",California,El Dorado,6017
6019,"Fresno County, California",California,Fresno,6019
6021,"Glenn County, California",California,Glenn,6021
6023,"Humboldt County, California",California,Humboldt,6023
6025,"Imperial County, California",California,Imperial,6025
6027,"Inyo County, California",California,Inyo,6027
6029,"Kern County, California",California,Kern,6029
6031,"Kings County, California",California,Kings,6031
6033,"Lake County, California",California,Lake,6033
6035,"Lassen County, California",California,Lassen,6035
6037,"Los Angeles County, California",California,Los Angeles,6037
6039,"Madera County, California",California,Madera,6039
6041,"Marin County, California",California,Marin,6041
6043,"Mariposa County, California",California,Mariposa,6043
6045,"Mendocino County, California",California,Mendocino,6045
6047,"Merced County, California",California,Merced,6047
6049,"Modoc County, California",California,Modoc,6049
6051,"Mono County, California",California,Mono,6051
6053,"Monterey County, California",California,Monterey,6053
6055,"Napa County, California",California,Napa,6055
6057,"Nevada County, California",California,Nevada,6057
6059,"Orange County, California",California,Orange,6059
6061,"Placer County, California",California,Placer,6061
6063,"Plumas County, California",California,Plumas,6063
6065,"Riverside County, California",California,Riverside,6065
6067,"Sacramento County, California",California,Sacramento,6067
6069,"San Benito County, California",California,San Benito,6069
6071,"San Bernardino County, California",California,San Bernardino,6071
6073,"San Diego County, California",California,San Diego,6073
6075,"San Francisco County, California",California,San Francisco,6075
6077,"San Joaquin County, California",California,San Joaquin,6077
6079,"San Luis Obispo County, California",California,San Luis Obispo,6079
6081,"San Mateo County, California",California,San Mateo,6081
6083,"Santa Barbara County, California",California,Santa Barbara,6083
6085,"Santa Clara County, California",California,Santa Clara,6085
6087,"Santa Cruz County, California",California,Santa Cruz,6087
6089,"Shasta County, California",California,Shasta,6089
6091,"Sierra County, California",California,Sierra,6091
6093,"Siskiyou County, California",California,Siskiyou,6093
6095,"Solano County, California",California,Solano,6095
6097,"Sonoma County, California",California,Sonoma,6097
6099,"Stanislaus County, California",California,Stanislaus,6099
6101,"Sutter County, California",California,Sutter,6101
6103,"Tehama County, California",California,Tehama,6103
6105,"Trinity County, California",California,Trinity,6105
6107,"Tulare County, California",California,Tulare,6107
6109,"Tuolumne County, California",California,Tuolumne,6109
6111,"Ventura County, California",California,Ventura,6111
6113,"Yolo County, California",California,Yolo,6113
6115,"Yuba County, California",California,Yuba,6115
8001,"Adams County, Colorado",Colorado,Adams,8001
8003,"Alamosa County, Colorado",Colorado,Alamosa,8003
8005,"Arapahoe County, Colorado",Colorado,Arapahoe,8005
8007,"Archuleta County, Colorado",Colorado,Archuleta,8007
8009,"Baca County, Colorado",Colorado,Baca,8009
8011,"Bent County, Colorado",Colorado,Bent,8011
8013,"Boulder County, Colorado",Colorado,Boulder,8013
8014,"Broomfield County, Colorado",Colorado,Broomfield,8014
8015,"Chaffee County, Colorado",Colorado,Chaffee,8015
8017,"Cheyenne County, Colorado",Colorado,Cheyenne,8017
8019,"Clear Creek County, Colorado",Colorado,Clear Creek,8019
8021,"Conejos County, Colorado",Colorado,Conejos,8021
8023,"Costilla County, Colorado",Colorado,Costilla,8023
8025,"Crowley County, Colorado",Colorado,Crowley,8025
8027,"Custer County, Colorado",Colorado,Custer,8027
8029,"Delta County, Colorado",Colorado,Delta,8029
8031,"Denver County, Colorado",Colorado,Denver,8031
8033,"Dolores County, Colorado",Colorado,Dolores,8033
8035,"Douglas County, Colorado",Colorado,Douglas,8035
8037,"Eagle County, Colorado",Colorado,Eagle,8037
8039,"Elbert County, Colorado",Colorado,Elbert,8039
8041,"El Paso County, Colorado",Colorado,El Paso,8041
8043,"Fremont County, Colorado",Colorado,Fremont,8043
8045,"Garfield County, Colorado",Colorado,Garfield,8045
8047,"Gilpin County, Colorado",Colorado,Gilpin,8047
8049,"Grand County, Colorado",Colorado,Grand,8049
8051,"Gunnison County, Colorado",Colorado,Gunnison,8051
8053,"Hinsdale County, Colorado",Colorado,Hinsdale,8053
8055,"Huerfano County, Colorado",Colorado,Huerfano,8055
8057,"Jackson County, Colorado",Colorado,Jackson,8057
8059,"Jefferson County, Colorado",Colorado,Jefferson,8059
8061,"Kiowa County, Colorado",Colorado,Kiowa,8061
8063,"Kit Carson County, Colorado",Colorado,Kit Carson,8063
8065,"Lake County, Colorado",Colorado,Lake,8065
8067,"La Plata County, Colorado",Colorado,La Plata,8067
8069,"Larimer County, Colorado",Colorado,Larimer,8069
8071,"Las Animas County, Colorado",Colorado,Las Animas,8071
8073,"Lincoln County, Colorado",Colorado,Lincoln,8073
8075,"Logan County, Colorado",Colorado,Logan,8075
8077,"Mesa County, Colorado",Colorado,Mesa,8077
8079,"Mineral County, Colorado",Colorado,Mineral,8079
8081,"Moffat County, Colorado",Colorado,Moffat,8081
8083,"Montezuma County, Colorado",Colorado,Montezuma,8083
8085,"Montrose County, Colorado",Colorado,Montrose,8085
8087,"Morgan County, Colorado",Colorado,Morgan,8087
8089,"Otero County, Colorado",Colorado,Otero,8089
8091,"Ouray County, Colorado",Colorado,Ouray,8091
8093,"Park County, Colorado",Colorado,Park,8093
8095,"Phillips County, Colorado",Colorado,Phillips,8095
8097,"Pitkin County, Colorado",Colorado,Pitkin,8097
8099,"Prowers County, Colorado",Colorado,Prowers,8099
8101,"Pueblo County, Colorado",Colorado,Pueblo,8101
8103,"Rio Blanco County, Colorado",Colorado,Rio Blanco,8103
8105,"Rio Grande County, Colorado",Colorado,Rio Grande,8105
8107,"Routt County, Colorado",Colorado,Routt,8107
8109,"Saguache County, Colorado",Colorado,Saguache,8109
8111,"San Juan County, Colorado",Colorado,San Juan,8111
8113,"San Miguel County, Colorado",Colorado,San Miguel,8113
8115,"Sedgwick County, Colorado",Colorado,Sedgwick,8115
8117,"Summit County, Colorado",Colorado,Summit,8117
8119,"Teller County, Colorado",Colorado,Teller,8119
8121,"Washington County, Colorado",Colorado,Washington,8121
8123,"Weld County, Colorado",Colorado,Weld,8123
8125,"Yuma County, Colorado",Colorado,Yuma,8125
9001,"Fairfield County, Connecticut",Connecticut,Fairfield,9001
9003,"Hartford County, Connecticut",Connecticut,Hartford,9003
9005,"Litchfield County, Connecticut",Connecticut,Litchfield,9005
9007,"Middlesex County, Connecticut",Connecticut,Middlesex,9007
9009,"New Haven County, Connecticut",Connecticut,New Haven,9009
9011,"New London County, Connecticut",Connecticut,New London,9011
9013,"Tolland County, Connecticut",Connecticut,Tolland,9013
9015,"Windham County, Connecticut",Connecticut,Windham,9015
10001,"Kent County, Delaware",Delaware,Kent,10001
10003,"New Castle County, Delaware",Delaware,New Castle,10003
10005,"Sussex County, Delaware",Delaware,Sussex,10005
11001,"District of Columbia, District of Columbia",District of Columbia,District of Columbia,11001
12001,"Alachua County, Florida",Florida,Alachua,12001
12003,"Baker County, Florida",Florida,Baker,12003
12005,"Bay County, Florida",Florida,Bay,12005
12007,"Bradford County, Florida",Florida,Bradford,12007
12009,"Brevard County, Florida",Florida,Brevard,12009
12011,"Broward County, Florida",Florida,Broward,12011
12013,"Calhoun County, Florida",Florida,Calhoun,12013
12015,"Charlotte County, Florida",Florida,Charlotte,12015
12017,"Citrus County, Florida",Florida,Citrus,12017
12019,"Clay County, Florida",Florida,Clay,12019
12021,"Collier County, Florida",Florida,Collier,12021
12023,"Columbia County, Florida",Florida,Columbia,12023
12027,"DeSoto County, Florida",Florida,Desoto,12027
12029,"Dixie County, Florida",Florida,Dixie,12029
12031,"Duval County, Florida",Florida,Duval,12031
12033,"Escambia County, Florida",Florida,Escambia,12033
12035,"Flagler County, Florida",Florida,Flagler,12035
12037,"Franklin County, Florida",Florida,Franklin,12037
12039,"Gadsden County, Florida",Florida,Gadsden,12039
12041,"Gilchrist County, Florida",Florida,Gilchrist,12041
12043,"Glades County, Florida",Florida,Glades,12043
12045,"Gulf County, Florida",Florida,Gulf,12045
12047,"Hamilton County, Florida",Florida,Hamilton,12047
12049,"Hardee County, Florida",Florida,Hardee,12049
12051,"Hendry County, Florida",Florida,Hendry,12051
12053,"Hernando County, Florida",Florida,Hernando,12053
12055,"Highlands County, Florida",Florida,Highlands,12055
12057,"Hillsborough County, Florida",Florida,Hillsborough,12057
12059,"Holmes County, Florida",Florida,Holmes,12059
12061,"Indian River County, Florida",Florida,Indian River,12061
12063,"Jackson County, Florida",Florida,Jackson,12063
12065,"Jefferson County, Florida",Florida,Jefferson,12065
12067,"Lafayette County, Florida",Florida,Lafayette,12067
12069,"Lake County, Florida",Florida,Lake,12069
12071,"Lee County, Florida",Florida,Lee,12071
12073,"Leon County, Florida",Florida,Leon,12073
12075,"Levy County, Florida",Florida,Levy,12075
12077,"Liberty County, Florida",Florida,Liberty,12077
12079,"Madison County, Florida",Florida,Madison,12079
12081,"Manatee County, Florida",Florida,Manatee,12081
12083,"Marion County, Florida",Florida,Marion,12083
12085,"Martin County, Florida",Florida,Martin,12085
12086,"Miami-Dade County, Florida",Florida,Miami-Dade,12086
12087,"Monroe County, Florida",Florida,Monroe,12087
12089,"Nassau County, Florida",Florida,Nassau,12089
12091,"Okaloosa County, Florida",Florida,Okaloosa,12091
12093,"Okeechobee County, Florida",Florida,Okeechobee,12093
12095,"Orange County, Florida",Florida,Orange,12095
12097,"Osceola County, Florida",Florida,Osceola,12097
12099,"Palm Beach County, Florida",Florida,Palm Beach,12099
12101,"Pasco County, Florida",Florida,Pasco,12101
12103,"Pinellas County, Florida",Florida,Pinellas,12103
12105,"Polk County, Florida",Florida,Polk,12105
12107,"Putnam County, Florida",Florida,Putnam,12107
12109,"St. Johns County, Florida",Florida,St. Johns,12109
12111,"St. Lucie County, Florida",Florida,St. Lucie,12111
12113,"Santa Rosa County, Florida",Florida,Santa Rosa,12113
12115,"Sarasota County, Florida",Florida,Sarasota,12115
12117,"Seminole County, Florida",Florida,Seminole,12117
12119,"Sumter County, Florida",Florida,Sumter,12119
12121,"Suwannee County, Florida",Florida,Suwannee,12121
12123,"Taylor County, Florida",Florida,Taylor,12123
12125,"Union County, Florida",Florida,Union,12125
12127,"Volusia County, Florida",Florida,Volusia,12127
12129,"Wakulla County, Florida",Florida,Wakulla,12129
12131,"Walton County, Florida",Florida,Walton,12131
12133,"Washington County, Florida",Florida,Washington,12133
13001,"Appling County, Georgia",Georgia,Appling,13001
13003,"Atkinson County, Georgia",Georgia,Atkinson,13003
13005,"Bacon County, Georgia",Georgia,Bacon,13005
13007,"Baker County, Georgia",Georgia,Baker,13007
13009,"Baldwin County, Georgia",Georgia,Baldwin,13009
13011,"Banks County, Georgia",Georgia,Banks,13011
13013,"Barrow County, Georgia",Georgia,Barrow,13013
13015,"Bartow County, Georgia",Georgia,Bartow,13015
13017,"Ben Hill County, Georgia",Georgia,Ben Hill,13017
13019,"Berrien County, Georgia",Georgia,Berrien,13019
13021,"Bibb County, Georgia",Georgia,Bibb,13021
13023,"Bleckley County, Georgia",Georgia,Bleckley,13023
13025,"Brantley County, Georgia",Georgia,Brantley,13025
13027,"Brooks County, Georgia",Georgia,Brooks,13027
13029,"Bryan County, Georgia",Georgia,Bryan,13029
13031,"Bulloch County, Georgia",Georgia,Bulloch,13031
13033,"Burke County, Georgia",Georgia,Burke,13033
13035,"Butts County, Georgia",Georgia,Butts,13035
13037,"Calhoun County, Georgia",Georgia,Calhoun,13037
13039,"Camden County, Georgia",Georgia,Camden,13039
13043,"Candler County, Georgia",Georgia,Candler,13043
13045,"Carroll County, Georgia",Georgia,Carroll,13045
13047,"Catoosa County, Georgia",Georgia,Catoosa,13047
13049,"Charlton County, Georgia",Georgia,Charlton,13049
13051,"Chatham County, Georgia",Georgia,Chatham,13051
13053,"Chattahoochee County, Georgia",Georgia,Chattahoochee,13053
13055,"Chattooga County, Georgia",Georgia,Chattooga,13055
13057,"Cherokee County, Georgia",Georgia,Cherokee,13057
13059,"Clarke County, Georgia",Georgia,Clarke,13059
13061,"Clay County, Georgia",Georgia,Clay,13061
13063,"Clayton County, Georgia",Georgia,Clayton,13063
13065,"Clinch County, Georgia",Georgia,Clinch,13065
13067,"Cobb County, Georgia",Georgia,Cobb,13067
13069,"Coffee County, Georgia",Georgia,Coffee,13069
13071,"Colquitt County, Georgia",Georgia,Colquitt,13071
13073,"Columbia County, Georgia",Georgia,Columbia,13073
13075,"Cook County, Georgia",Georgia,Cook,13075
13077,"Coweta County, Georgia",Georgia,Coweta,13077
13079,"Crawford County, Georgia",Georgia,Crawford,13079
13081,"Crisp County, Georgia",Georgia,Crisp,13081
13083,"Dade County, Georgia",Georgia,Dade,13083
13085,"Dawson County, Georgia",Georgia,Dawson,13085
13087,"Decatur County, Georgia",Georgia,Decatur,13087
13089,"DeKalb County, Georgia",Georgia,DeKalb,13089
13091,"Dodge County, Georgia",Georgia,Dodge,13091
13093,"Dooly County, Georgia",Georgia,Dooly,13093
13095,"Dougherty County, Georgia",Georgia,Dougherty,13095
13097,"Douglas County, Georgia",Georgia,Douglas,13097
13099,"Early County, Georgia",Georgia,Early,13099
13101,"Echols County, Georgia",Georgia,Echols,13101
13103,"Effingham County, Georgia",Georgia,Effingham,13103
13105,"Elbert County, Georgia",Georgia,Elbert,13105
13107,"Emanuel County, Georgia",Georgia,Emanuel,13107
13109,"Evans County, Georgia",Georgia,Evans,13109
13111,"Fannin County, Georgia",Georgia,Fannin,13111
13113,"Fayette County, Georgia",Georgia,Fayette,13113
13115,"Floyd County, Georgia",Georgia,Floyd,13115
13117,"Forsyth County, Georgia",Georgia,Forsyth,13117
13119,"Franklin County, Georgia",Georgia,Franklin,13119
13121,"Fulton County, Georgia",Georgia,Fulton,13121
13123,"Gilmer County, Georgia",Georgia,Gilmer,13123
13125,"Glascock County, Georgia",Georgia,Glascock,13125
13127,"Glynn County, Georgia",Georgia,Glynn,13127
13129,"Gordon County, Georgia",Georgia,Gordon,13129
13131,"Grady County, Georgia",Georgia,Grady,13131
13133,"Greene County, Georgia",Georgia,Greene,13133
13135,"Gwinnett County, Georgia",Georgia,Gwinnett,13135
13137,"Habersham County, Georgia",Georgia,Habersham,13137
13139,"Hall County, Georgia",Georgia,Hall,13139
13141,"Hancock County, Georgia",Georgia,Hancock,13141
13143,"Haralson County, Georgia",Georgia,Haralson,13143
13145,"Harris County, Georgia",Georgia,Harris,13145
13147,"Hart County, Georgia",Georgia,Hart,13147
13149,"Heard County, Georgia",Georgia,Heard,13149
13151,"Henry County, Georgia",Georgia,Henry,13151
13153,"Houston County, Georgia",Georgia,Houston,13153
13155,"Irwin County, Georgia",Georgia,Irwin,13155
13157,"Jackson County, Georgia",Georgia,Jackson,13157
13159,"Jasper County, Georgia",Georgia,Jasper,13159
13161,"Jeff Davis County, Georgia",Georgia,Jeff Davis,13161
13163,"Jefferson County, Georgia",Georgia,Jefferson,13163
13165,"Jenkins County, Georgia",Georgia,Jenkins,13165
13167,"Johnson County, Georgia",Georgia,Johnson,13167
13169,"Jones County, Georgia",Georgia,Jones,13169
13171,"Lamar County, Georgia",Georgia,Lamar,13171
13173,"Lanier County, Georgia",Georgia,Lanier,13173
13175,"Laurens County, Georgia",Georgia,Laurens,13175
13177,"Lee County, Georgia",Georgia,Lee,13177
13179,"Liberty County, Georgia",Georgia,Liberty,13179
13181,"Lincoln County, Georgia",Georgia,Lincoln,13181
13183,"Long County, Georgia",Georgia,Long,13183
13185,"Lowndes County, Georgia",Georgia,Lowndes,13185
13187,"Lumpkin County, Georgia",Georgia,Lumpkin,13187
13189,"McDuffie County, Georgia",Georgia,McDuffie,13189
13191,"McIntosh County, Georgia",Georgia,McIntosh,13191
13193,"Macon County, Georgia",Georgia,Macon,13193
13195,"Madison County, Georgia",Georgia,Madison,13195
13197,"Marion County, Georgia",Georgia,Marion,13197
13199,"Meriwether County, Georgia",Georgia,Meriwether,13199
13201,"Miller County, Georgia",Georgia,Miller,13201
13205,"Mitchell County, Georgia",Georgia,Mitchell,13205
13207,"Monroe County, Georgia",Georgia,Monroe,13207
13209,"Montgomery County, Georgia",Georgia,Montgomery,13209
13211,"Morgan County, Georgia",Georgia,Morgan,13211
13213,"Murray County, Georgia",Georgia,Murray,13213
13215,"Muscogee County, Georgia",Georgia,Muscogee,13215
13217,"Newton County, Georgia",Georgia,Newton,13217
